Module,SourceDatabaseName,Name,FacilityType,BillingType,InspectionDate,Type,FollowupInspectionRequired,NextInspection,NumCritical,NumNonCritical,NumRepeat,TotHazardRating
Food,St. Louis EHS Live,Taste of Romeo's,Temp Stands,Temp Stands,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Naked Bacon,Temp Stands,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Phillips Concessions,Temporary,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Steve's Meat Shop,Temp Stands,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Schaub Treats,Temp Stands,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Jasbo's Salsa,Temp Stands,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fields Foods,Temp Stands,Temporary Food Permit,20140629,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fanmats,Temp Stands,Temporary Food Permit,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Svc System Assn @ The Loft @ Science Ctr,RESTAURANT,Medium Complexity,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Svc System Assn @ EZ Pizza Science Ctr,RESTAURANT,Medium Complexity,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Burger King #16791,RESTAURANT,Medium Complexity,20140630,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Red Delicious Cafe,TRUCK - PREP,Initial Permit Application,20140630,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Pueblo Solis,RESTAURANT,Medium Complexity,20140630,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,The Sandwich Depot,CARRYOUT,Medium Complexity,20140630,Re-inspection,No,,0,1,1,99
Food,St. Louis EHS Live,The Sandwich Depot Mini Mart,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Billies Fine Food,RESTAURANT,Medium Complexity,20140630,Routine,Yes,25-Jul-14,1,1,1,96
Food,St. Louis EHS Live,Hissho Sushi @ Field Foods,CARRYOUT,Medium Complexity,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fields Foods Salad Bar/Bakery,BAKERY,Medium Complexity,20140630,Routine,No,,1,0,0,98
Food,St. Louis EHS Live,"Fields Foods, Seafood/Deli",CARRYOUT,Medium Complexity,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Fields Foods,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Cafe de Choix,Temp Stands,Temporary Food Permit,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Svc Sytems Assn @ Science Cafe Science Ctr,RESTAURANT,Medium Complexity,20140630,Routine,Yes,2-Jul-14,2,0,0,94
Food,St. Louis EHS Live,St Louis Community Foundation,Temp Stands,Temp Stands,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Egg Roll Kitchen,CARRYOUT,Medium Complexity,20140630,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Bing Lau Chop Suey,CARRYOUT,Medium Complexity,20140630,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Crown Mart,CARRYOUT,Medium Complexity,20140630,Re-inspection,No,,1,1,0,97
Food,St. Louis EHS Live,Crown Food,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140630,Re-inspection,No,,0,2,0,98
Food,St. Louis EHS Live,Trading Post,CARRYOUT,Initial Permit Application,20140630,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Pat's Bar & Grill,RESTAURANT,Low Complexity,20140630,Re-inspection,Yes,2-Jul-14,5,9,0,78
Food,St. Louis EHS Live,Kayaks Coffee,RESTAURANT,Medium Complexity,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,The Mahogany Grille,RESTAURANT,High Complexity,20140630,Routine,Yes,2-Jul-14,2,2,1,92
Food,St. Louis EHS Live,Embassy Suites St Louis Downtown 4th floor,RESTAURANT,High Complexity,20140630,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Hilton St Louis @ Ballpark Starbucks,RESTAURANT,Low Complexity,20140630,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Adam Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Desta's Market,CARRYOUT,Low Complexity,20140630,Routine,No,,1,1,1,96
Food,St. Louis EHS Live,Bon Appetit dba The Shell Cafe,CARRYOUT,Initial Permit Application,20140630,Opening,Yes,30-Jul-14,1,0,0,99
Food,St. Louis EHS Live,Kaldi's Coffee/Farrell Cafe,RESTAURANT,Initial Permit Application,20140630,Opening,Yes,30-Jul-14,1,0,0,97
Food,St. Louis EHS Live,Central Table,RESTAURANT,Low Complexity,20140630,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Water Tower Inn,CART - PREP,Medium Complexity,20140630,Routine,Yes,3-Jul-14,1,1,0,96
Food,St. Louis EHS Live,Wasabi Sushi Bar,RESTAURANT,High Complexity,20140630,Routine,Yes,3-Jul-14,2,6,2,88
Food,St. Louis EHS Live,Michaels Catering Kitchen,CATERER,High Complexity,20140630,Re-inspection,No,,0,3,2,98
Food,St. Louis EHS Live,Sassafras Cafe,RESTAURANT,High Complexity,20140701,Routine,No,,0,3,1,97
Food,St. Louis EHS Live,Gioia's Deli Food Truck LLC,TRUCK - PREP,Medium Complexity,20140701,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Riverview Market,GROCERY - Limited Prep,Grocery Store,20140701,Opening,No,,0,1,0,99
Food,St. Louis EHS Live,Aramark at St Louis University-Cook Business Schoo,CATERER,Low Complexity,20140701,Routine,No,,1,0,0,97
Food,St. Louis EHS Live,Beulah's Red Velvet Lounge,TAVERN,Low Complexity,20140701,Routine,No,,0,2,1,99
Food,St. Louis EHS Live,Aramark at Busch Student Center,CATERER,High Complexity,20140701,Routine,No,,0,6,0,95
Food,St. Louis EHS Live,Baden Christian Childcare Ctr,DAYCARE CENTER,Medium Complexity,20140701,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Benton Park Cafe & Coffee Bar,RESTAURANT,Medium Complexity,20140701,Complaint,No,,0,1,0,99
Food,St. Louis EHS Live,Carson's A D,RESTAURANT,High Complexity,20140701,Routine,No,,0,1,1,99
Food,St. Louis EHS Live,God's Creation Dev Ctr,DAYCARE CENTER,Medium Complexity,20140701,Routine,No,,1,0,1,98
Food,St. Louis EHS Live,Kings Food Phillip,GROCERY - Limited Prep,Grocery Store,20140701,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Mandarin Lounge,TAVERN,Low Complexity,20140701,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Thai Gaiyang Cafe,RESTAURANT,High Complexity,20140701,Re-inspection,Yes,3-Jul-14,1,3,4,94
Food,St. Louis EHS Live,Les Beaux Enfants,DAYCARE CENTER,Medium Complexity,20140701,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lemon Grass Restaurant,RESTAURANT,Medium Complexity,20140701,Routine,No,,1,2,0,95
Food,St. Louis EHS Live,Speedy Gas,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140701,Routine,No,,2,4,0,91
Food,St. Louis EHS Live,Morrison Management Spec @ Kindred Hospital,HOSPITALS,Initial Permit Application,20140701,Opening,No,,0,0,0,100
Food,St. Louis EHS Live,Bus Loop Burgers,CARRYOUT,Medium Complexity,20140701,Routine,Yes,7-Jul-14,2,3,2,92
Food,St. Louis EHS Live,Steak N Shake,RESTAURANT,Medium Complexity,20140701,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,The Mack,RESTAURANT,Medium Complexity,20140701,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Macklind Ave Deli & Catering Co,RESTAURANT,Medium Complexity,20140701,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,MJ's On The Park,RESTAURANT,Initial Permit Application,20140701,Consultation,No,,0,0,0,100
Food,St. Louis EHS Live,1860 Saloon & Hard Shell Cafe,RESTAURANT,Medium Complexity,20140702,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Riverbend,RESTAURANT,High Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Imo's Pizza,CARRYOUT,Medium Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Evangeline's,RESTAURANT,Medium Complexity,20140702,Routine,No,,2,2,1,96
Food,St. Louis EHS Live,Chinese Express,RESTAURANT,Medium Complexity,20140702,Routine,No,,0,1,0,99
Food,St. Louis EHS Live,Pat's Bar & Grill,RESTAURANT,Low Complexity,20140702,Re-inspection,Yes,9-Jul-14,3,7,10,86
Food,St. Louis EHS Live,St Louis Bread Co #614,RESTAURANT,Medium Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Planter's House,RESTAURANT,Medium Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Convenience Mart,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Svc Sytems Assn @ Science Cafe Science Ctr,RESTAURANT,Medium Complexity,20140702,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Pizza Hut 4940,CARRYOUT,Medium Complexity,20140702,Routine,Yes,8-Jul-14,1,1,1,96
Food,St. Louis EHS Live,Christy Park Preschool/Daycare,DAYCARE CENTER,Medium Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Cafe Korzo,RESTAURANT,Medium Complexity,20140702,Routine,No,,1,2,0,95
Food,St. Louis EHS Live,Discount Grocery Store,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Virginia Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140702,Opening,Yes,5-Aug-14,0,0,0,100
Food,St. Louis EHS Live,Chippewa Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140702,Routine,No,,1,3,1,94
Food,St. Louis EHS Live,Sarah Easton Market,GROCERY/MEAT/FISH/PRODUCE,Grocery Store,20140702,Routine,Yes,10-Jul-14,1,5,1,95
Food,St. Louis EHS Live,Aramark at St Louis University-Education Center,CATERER,Low Complexity,20140702,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Church's Chicken #484,CARRYOUT,Medium Complexity,20140702,Re-inspection,No,,0,4,0,97
Food,St. Louis EHS Live,The Mahogany Grille,RESTAURANT,High Complexity,20140702,Re-inspection,No,,0,1,0,99
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Festi Cafe,Temp Stands,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fair St Louis Foundation,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kindle Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Mo's Mart and Grill,CARRYOUT,Low Complexity,20140703,Routine,No,,1,1,0,97
Food,St. Louis EHS Live,Good Time Charlies,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Wing Zone,RESTAURANT,Medium Complexity,20140703,Routine,Yes,9-Jul-14,2,1,0,95
Food,St. Louis EHS Live,Bar Infinity,TAVERN,Low Complexity,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Cafe Palermo,RESTAURANT,Low Complexity,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Women's Safe House,INSTITUTION,Low Complexity,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sleddog's Party Dogs Llc,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Great Lakes Italian Ice,Temp Stands,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Wasabi Sushi Bar,RESTAURANT,High Complexity,20140703,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Cheshire,Temp Stands,Temp Stands,20140703,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Straub's Market,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Amira Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Russo's Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nitro Hog,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nathalie's,RESTAURANT,Medium Complexity,20140703,Routine,Yes,9-Jul-14,1,0,0,97
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Wild Flower Restaurant & Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scimeca's Italian Sausage,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Amira Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Straub's Market,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Trans Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Trans Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Step Ahead Childcare Academy,DAYCARE CENTER,Medium Complexity,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Arber Cafe,RESTAURANT,Medium Complexity,20140703,Routine,No,,0,3,1,97
Food,St. Louis EHS Live,Water Tower Inn,CART - PREP,Medium Complexity,20140703,Re-inspection,No,,0,0,0,100
Food,St. Louis EHS Live,The Cheshire,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Starbucks Coffee Company #10383,RESTAURANT,Low Complexity,20140703,Compliance,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Russo's Catering,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nitro Hog,Temp Stands,Temp Stands,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Manny's French Bakehouse,BAKERY,Low Complexity,20140703,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Russo's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Wild Flower Restaurant & Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Cheshire,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Straub's Market,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Trans Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nitro Hog,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Amira Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Straub's Market,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Russo's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,The Cheshire,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Trans Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Panera Inc,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Missouri Athletic Club,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scimeca's Italian Sausage,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Good Time Charlies,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Festi Cafe,Temp Stands,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sleddog's Party Dogs Llc,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fair St Louis Foundation,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Scimeca's Italian Sausage,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kindle Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Great Lakes Italian Ice,Temp Stands,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Nitro Hog,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Festi Cafe,Temp Stands,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Fair St Louis Foundation,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Great Lakes Italian Ice,Temp Stands,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kindle Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Kelly's Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sleddog's Party Dogs Llc,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Bayou Seasoning & Catering,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Family Foods,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dennis Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Sunshine Concessions,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Missouri Athletic Club,RESTAURANT,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Lakeside Concession,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Ms Peggy's Food Service,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Pit Stop Concessions,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Big Daddy's On The Landing,Temporary,Temporary Food Permit,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Jay B's Landing,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
Food,St. Louis EHS Live,Dipping Dots Ice Cream,Temp Stands,Temp Stands,20140704,Routine,No,,0,0,0,100
